"",BBFB1.M.N.DE.W1.S1.S1.T.C.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S13.S1.T.C.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.C.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S13.S1.T.C.D5._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.C.D5._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S13.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S13.S1.T.D.D76._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.D.D76._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S13.S1.T.D.D62._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.D.D62._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S13.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S13.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1W.S1.T.C.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.C.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1W.S1.T.D.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.D.IN2._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1W.S1.T.D.D752._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.D.D752._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1W.S1.T.D.D752W._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.D.D752W._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1W.S1.T.D.D61._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.D.D61._Z._Z._Z._T._X.N_FLAGS,BBFB1.M.N.DE.W1.S1W.S1.T.B.IN2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1W.S1.T.B.IN2._Z._Z._Z._T._X.N_FLAGS
2015-03,7638.264,,13035.791,,-5397.528,,553.126,,278.323,,3136.279,,2224.284,,582.299,,-2583.153,,7085.137,,9899.512,,294.902,,293.586,,207.849,,-2814.375,
2015-04,5963.961,,8837.129,,-2873.167,,1448.242,,1073.177,,3356.879,,2224.284,,566.064,,-1908.637,,4515.719,,5480.250,,295.167,,293.586,,214.477,,-964.531,
2015-05,8436.828,,8652.414,,-215.587,,3971.456,,3634.565,,3023.802,,2224.283,,541.095,,947.654,,4465.371,,5628.612,,294.509,,293.586,,214.477,,-1163.241,
2015-06,7110.721,,8301.711,,-1190.989,,2607.344,,2257.522,,2726.463,,1556.998,,582.738,,-119.119,,4503.377,,5575.247,,295.000,,293.586,,214.477,,-1071.870,
2015-07,5120.145,,7917.388,,-2797.243,,688.650,,268.870,,1975.523,,889.713,,579.568,,-1286.873,,4431.495,,5941.865,,295.053,,293.586,,211.165,,-1510.370,
2015-08,4923.303,,7739.753,,-2816.449,,624.435,,221.537,,2614.330,,1561.216,,553.638,,-1989.895,,4298.868,,5125.423,,294.931,,293.586,,211.165,,-826.555,
2015-09,5407.210,,6954.888,,-1547.678,,1067.475,,664.369,,1560.825,,659.929,,578.272,,-493.351,,4339.735,,5394.063,,295.450,,293.586,,211.165,,-1054.328,
2015-10,4962.350,,8042.974,,-3080.625,,562.429,,203.765,,2771.290,,1759.812,,574.551,,-2208.861,,4399.921,,5271.685,,294.959,,293.586,,215.440,,-871.764,
2015-11,6135.523,,8964.412,,-2828.890,,1658.482,,83.593,,3174.239,,1837.630,,543.689,,-1515.757,,4477.041,,5790.173,,294.623,,293.586,,215.440,,-1313.132,
2015-12,5849.715,,10291.885,,-4442.170,,1130.389,,717.419,,4191.113,,2458.142,,582.246,,-3060.723,,4719.326,,6100.772,,295.263,,293.586,,277.226,,-1381.446,
2016-01,4814.080,,7063.392,,-2249.311,,845.740,,591.711,,1972.217,,186.801,,572.244,,-1126.477,,3968.341,,5091.175,,351.074,,349.699,,206.942,,-1122.834,
2016-02,6748.825,,14230.857,,-7482.032,,562.131,,283.828,,6931.564,,4492.122,,556.200,,-6369.432,,6186.694,,7299.293,,350.658,,349.699,,206.942,,-1112.599,
2016-03,4683.664,,8282.129,,-3598.465,,723.968,,422.915,,3311.618,,1941.771,,580.838,,-2587.649,,3959.696,,4970.512,,350.547,,349.707,,206.942,,-1010.816,
2016-04,5569.007,,7283.213,,-1714.206,,1591.611,,1223.889,,2221.336,,956.396,,573.286,,-629.725,,3977.396,,5061.877,,350.830,,349.699,,213.375,,-1084.481,
2016-05,7247.815,,7946.631,,-698.816,,3202.306,,2857.966,,2786.727,,1559.212,,553.801,,415.580,,4045.509,,5159.905,,351.033,,349.699,,213.375,,-1114.396,
2016-06,6584.840,,7682.912,,-1098.072,,2642.932,,2302.210,,2382.474,,956.396,,597.874,,260.458,,3941.908,,5300.439,,350.887,,349.699,,213.375,,-1358.531,
2016-07,4804.208,,8226.309,,-3422.101,,800.723,,384.394,,3143.096,,1721.514,,598.234,,-2342.373,,4003.484,,5083.212,,352.044,,349.699,,210.471,,-1079.728,
2016-08,4685.176,,9173.225,,-4488.049,,701.748,,263.899,,3672.510,,1751.531,,583.312,,-2970.762,,3983.428,,5500.715,,350.389,,349.699,,210.471,,-1517.286,
2016-09,5476.908,,9131.278,,-3654.369,,1545.852,,1117.576,,3111.242,,1917.991,,603.105,,-1565.390,,3931.056,,6020.036,,351.066,,349.699,,210.471,,-2088.980,
2016-10,4990.852,,8492.137,,-3501.284,,680.797,,321.769,,3510.846,,1917.991,,596.171,,-2830.049,,4310.056,,4981.291,,352.000,,349.699,,216.986,,-671.235,
2016-11,4423.317,,9350.217,,-4926.901,,439.887,,28.970,,3366.240,,1917.991,,584.157,,-2926.353,,3983.430,,5983.977,,352.611,,349.699,,216.986,,-2000.547,
2016-12,5385.943,,9483.422,,-4097.480,,1352.265,,939.708,,4097.017,,1943.104,,602.865,,-2744.752,,4033.677,,5386.405,,350.707,,349.699,,279.258,,-1352.728,
2017-01,4556.338,,11419.441,,-6863.103,,466.077,,184.767,,4195.758,,1908.537,,598.596,,-3729.681,,4090.261,,7223.683,,386.192,,384.383,,215.167,,-3133.422,
2017-02,5025.136,,9704.015,,-4678.880,,963.526,,688.650,,3674.627,,1955.747,,582.461,,-2711.101,,4061.610,,6029.388,,385.751,,384.383,,215.167,,-1967.779,
2017-03,7920.697,,10456.720,,-2536.024,,1146.296,,871.952,,2514.479,,1512.619,,604.081,,-1368.183,,6774.401,,7942.242,,385.647,,384.383,,215.167,,-1167.840,
2017-04,5390.694,,13747.729,,-8357.036,,1227.983,,798.354,,3027.281,,1890.773,,595.179,,-1799.297,,4162.711,,10720.449,,385.497,,384.383,,223.109,,-6557.738,
2017-05,7782.728,,8807.026,,-1024.298,,3617.081,,3106.856,,2873.945,,1890.773,,580.354,,743.136,,4165.647,,5933.081,,386.704,,384.383,,223.109,,-1767.434,
2017-06,6462.658,,9411.963,,-2949.305,,2249.243,,1874.603,,3380.785,,1860.108,,607.457,,-1131.541,,4213.414,,6031.178,,386.815,,384.383,,223.109,,-1817.764,
2017-07,5055.318,,9497.062,,-4441.744,,945.502,,481.649,,3522.215,,1891.081,,613.676,,-2576.712,,4109.816,,5974.847,,385.855,,384.383,,218.957,,-1865.032,
2017-08,4857.407,,8563.992,,-3706.585,,626.226,,126.981,,2414.650,,1311.029,,593.097,,-1788.424,,4231.181,,6149.342,,385.531,,384.383,,218.957,,-1918.161,
2017-09,5319.899,,8476.362,,-3156.463,,1221.888,,771.981,,2682.836,,1776.276,,603.741,,-1460.948,,4098.011,,5793.526,,385.653,,384.383,,218.957,,-1695.516,
2017-10,4590.789,,8840.456,,-4249.667,,531.246,,104.100,,3481.641,,1776.277,,609.903,,-2950.395,,4059.543,,5358.814,,387.118,,384.383,,225.229,,-1299.272,
2017-11,4649.987,,9135.464,,-4485.476,,421.320,,43.649,,2412.562,,926.277,,586.885,,-1991.242,,4228.667,,6722.901,,385.740,,384.383,,225.229,,-2494.234,
2017-12,5215.548,,9542.591,,-4327.042,,1062.847,,611.743,,3489.697,,882.484,,606.810,,-2426.850,,4152.702,,6052.894,,385.443,,384.383,,289.088,,-1900.192,
2018-01,4892.534,,10022.595,,-5130.061,,635.076,,233.103,,4205.115,,2082.340,,615.915,,-3570.040,,4257.458,,5817.479,,430.245,,428.533,,224.217,,-1560.022,
2018-02,8108.729,,13491.626,,-5382.897,,1101.760,,802.270,,4807.673,,3504.107,,588.336,,-3705.914,,7006.969,,8683.952,,428.821,,428.533,,224.217,,-1676.983,
2018-03,5262.780,,9220.868,,-3958.088,,906.869,,610.156,,3086.651,,2069.054,,607.911,,-2179.782,,4355.911,,6134.218,,432.059,,428.533,,224.217,,-1778.307,
2018-04,6268.586,,8829.182,,-2560.597,,1953.351,,1496.442,,2888.101,,1862.148,,601.849,,-934.750,,4315.234,,5941.081,,428.990,,428.533,,233.182,,-1625.847,
2018-05,8319.725,,8246.149,,73.575,,4065.113,,3657.331,,2407.918,,1448.338,,592.285,,1657.195,,4254.612,,5838.232,,428.846,,428.533,,233.182,,-1583.620,
2018-06,5975.940,,8857.491,,-2881.551,,1643.530,,1070.276,,2786.302,,1315.505,,603.788,,-1142.772,,4332.410,,6071.189,,429.337,,428.533,,233.182,,-1738.779,
2018-07,4907.902,,9719.772,,-4811.870,,658.081,,177.592,,3495.750,,1874.446,,623.159,,-2837.669,,4249.821,,6224.022,,429.708,,428.533,,229.708,,-1974.201,
2018-08,5105.850,,8780.536,,-3674.686,,778.622,,274.386,,3249.419,,1990.858,,619.861,,-2470.797,,4327.229,,5531.118,,429.026,,428.533,,229.708,,-1203.889,
2018-09,5569.993,,9289.191,,-3719.198,,1227.896,,755.340,,3421.774,,2060.817,,616.893,,-2193.879,,4342.097,,5867.416,,428.758,,428.533,,229.708,,-1525.319,
2018-10,5068.527,,9462.518,,-4393.990,,678.426,,163.860,,3899.424,,2066.932,,622.540,,-3220.998,,4390.101,,5563.094,,428.966,,428.533,,234.822,,-1172.993,
2018-11,4891.712,,10456.687,,-5564.975,,573.894,,173.679,,3814.133,,2061.428,,610.707,,-3240.239,,4317.818,,6642.554,,428.814,,428.533,,234.822,,-2324.735,
2018-12,5702.717,,12411.008,,-6708.290,,1308.335,,822.349,,6114.090,,2881.216,,616.458,,-4805.755,,4394.382,,6296.918,,428.825,,428.533,,302.244,,-1902.535,
2019-01,5237.661,,10303.587,,-5065.925,,813.571,,276.877,,4575.577,,2181.304,,620.353,,-3762.006,,4424.091,,5728.010,,453.033,,452.595,,248.014,,-1303.920,
2019-02,8848.401,,16889.271,,-8040.871,,1308.941,,987.732,,7690.223,,5890.337,,622.477,,-6381.283,,7539.460,,9199.048,,453.389,,452.595,,248.014,,-1659.588,
2019-03,5676.107,,9322.113,,-3646.006,,1182.949,,830.994,,3398.035,,2181.525,,633.761,,-2215.087,,4493.159,,5924.078,,453.175,,452.595,,248.014,,-1430.919,
2019-04,5991.956,,9688.988,,-3697.032,,1577.150,,1148.338,,2690.869,,1527.067,,626.157,,-1113.719,,4414.806,,6998.119,,453.432,,452.595,,256.608,,-2583.313,
2019-05,9299.932,,8532.517,,767.416,,4857.859,,4439.531,,2399.822,,1308.915,,626.742,,2458.037,,4442.074,,6132.694,,453.420,,452.595,,256.608,,-1690.621,
2019-06,6060.313,,9404.397,,-3344.085,,1681.315,,1118.309,,3616.083,,2115.777,,638.155,,-1934.769,,4378.998,,5788.314,,453.771,,452.595,,256.608,,-1409.316,
2019-07,5335.037,,9998.771,,-4663.734,,962.199,,394.302,,3876.878,,2182.246,,651.063,,-2914.679,,4372.838,,6121.893,,453.242,,452.595,,253.174,,-1749.055,
2019-08,5221.883,,9447.878,,-4225.995,,868.009,,385.548,,3556.320,,2181.524,,646.921,,-2688.311,,4353.874,,5891.559,,454.939,,452.595,,253.174,,-1537.684,
2019-09,5727.404,,9242.938,,-3515.534,,1304.584,,821.588,,3442.530,,2181.524,,645.945,,-2137.946,,4422.819,,5800.408,,454.358,,452.595,,253.174,,-1377.588,
2019-10,5171.996,,9858.554,,-4686.558,,718.120,,228.626,,3943.496,,2181.524,,649.916,,-3225.376,,4453.876,,5915.059,,454.425,,452.595,,262.042,,-1461.182,
2019-11,5065.528,,8734.747,,-3669.218,,628.705,,219.205,,2756.097,,774.272,,645.439,,-2127.392,,4436.823,,5978.650,,453.247,,452.595,,262.042,,-1541.826,
2019-12,6069.172,,10716.061,,-4646.889,,1378.883,,894.072,,4292.272,,1130.375,,645.808,,-2913.389,,4690.290,,6423.790,,455.043,,452.595,,338.281,,-1733.500,
2020-01,5084.376,,12405.849,,-7321.473,,821.303,,339.293,,6516.319,,4462.875,,645.205,,-5695.016,,4263.074,,5889.531,,494.362,,492.366,,259.761,,-1626.457,
2020-02,8981.540,,13275.504,,-4293.963,,1396.390,,1057.256,,4074.975,,2677.166,,646.189,,-2678.584,,7585.150,,9200.529,,493.962,,492.366,,259.761,,-1615.379,
2020-03,5868.650,,8657.513,,-2788.863,,1439.066,,1117.779,,2630.590,,1338.757,,648.791,,-1191.525,,4429.584,,6026.923,,493.697,,492.366,,259.761,,-1597.339,
2020-04,5032.647,,9347.385,,-4314.737,,697.821,,261.825,,3595.868,,2231.262,,644.707,,-2898.048,,4334.826,,5751.516,,493.590,,492.366,,235.448,,-1416.690,
2020-05,7003.435,,10457.613,,-3454.178,,2660.762,,2327.479,,4816.876,,3371.005,,649.438,,-2156.114,,4342.673,,5640.737,,493.243,,492.366,,235.448,,-1298.064,
2020-06,6891.449,,8044.973,,-1153.524,,2398.511,,1916.815,,2162.854,,222.801,,664.474,,235.657,,4492.938,,5882.119,,493.619,,492.366,,235.448,,-1389.181,
2020-07,5533.885,,9232.369,,-3698.484,,1130.188,,752.473,,3247.058,,1356.156,,675.635,,-2116.870,,4403.697,,5985.311,,493.459,,492.366,,237.963,,-1581.614,
2020-08,5096.909,,8451.839,,-3354.930,,585.167,,176.204,,2897.127,,945.236,,666.688,,-2311.959,,4511.741,,5554.712,,494.530,,492.366,,237.963,,-1042.971,
2020-09,6128.506,,9443.911,,-3315.405,,1671.336,,1215.311,,3664.495,,1768.118,,676.576,,-1993.159,,4457.170,,5779.416,,493.195,,492.366,,237.963,,-1322.246,
2020-10,5226.369,,9668.199,,-4441.829,,882.481,,525.413,,3880.754,,2210.147,,672.793,,-2998.274,,4343.889,,5787.444,,493.883,,492.366,,244.631,,-1443.555,
2020-11,5042.821,,12632.184,,-7589.363,,588.447,,255.720,,6577.223,,4424.754,,670.791,,-5988.776,,4454.374,,6054.961,,494.237,,492.366,,244.631,,-1600.587,
2020-12,6111.040,,11965.836,,-5854.796,,1507.901,,931.368,,5983.519,,3080.180,,668.243,,-4475.618,,4603.139,,5982.317,,493.399,,492.366,,315.065,,-1379.178,
2021-01,5279.917,,12619.830,,-7339.913,,938.687,,398.872,,6792.757,,3882.208,,659.806,,-5854.071,,4341.231,,5827.073,,515.594,,514.194,,259.760,,-1485.842,
2021-02,6734.537,,15467.457,,-8732.920,,1237.961,,922.754,,7695.862,,6271.373,,672.053,,-6457.901,,5496.577,,7771.595,,515.464,,514.194,,259.760,,-2275.019,
2021-03,5817.204,,10361.919,,-4544.715,,1278.827,,954.580,,3642.583,,2090.443,,686.000,,-2363.755,,4538.377,,6719.336,,516.296,,514.194,,259.760,,-2180.960,
2021-04,6062.197,,9884.608,,-3822.411,,1678.905,,1332.468,,3843.545,,2389.078,,669.856,,-2164.639,,4383.291,,6041.063,,515.747,,514.194,,235.447,,-1657.772,
2021-05,7948.748,,9785.544,,-1836.796,,3175.980,,2799.172,,3909.619,,2687.713,,665.047,,-733.640,,4772.769,,5875.925,,515.612,,514.194,,235.447,,-1103.157,
2021-06,5846.683,,8759.669,,-2912.986,,1475.446,,1148.603,,2880.637,,1647.750,,672.732,,-1405.191,,4371.237,,5879.032,,515.210,,514.194,,235.447,,-1507.795,
2021-07,5338.197,Provisional value,11027.444,Provisional value,-5689.247,Provisional value,1083.992,Provisional value,685.948,Provisional value,4999.394,Provisional value,1531.319,Provisional value,668.209,Provisional value,-3915.402,Provisional value,4254.205,Provisional value,6028.050,Provisional value,516.908,Provisional value,514.194,Provisional value,237.963,Provisional value,-1773.845,Provisional value
"",,,,,,,,,,,,,,,,,,,Methodology: Includes insurance premiums and claims (excluding life insurance policies).,,Methodology: Includes insurance premiums and claims (excluding life insurance policies).,,Methodology: Transfers between domestic and foreign households.,,Methodology: Transfers between domestic and foreign households.,,,,Methodology: Includes insurance premiums and claims (excluding life insurance policies).,
